price,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,car_age,log_odometer
36590,audi,q5 prestige sport utility,good,unknown,gas,other,unknown,SUV,al,7.0,10.386222296135593
28990,lincoln,mkx select sport utility,good,6 cylinders,gas,other,unknown,SUV,al,7.0,10.216252405355371
5800,ford,escape,excellent,4 cylinders,gas,automatic,fwd,SUV,al,13.0,11.982935344196433
4500,honda,civic,good,4 cylinders,gas,automatic,fwd,sedan,al,19.0,12.04355959836804
4200,honda,odyssey,good,6 cylinders,gas,automatic,fwd,mini-van,al,18.0,12.180759965737863
13400,nissan,murano sl,unknown,unknown,gas,automatic,unknown,SUV,al,13.0,11.410405355979757
55000,,freightliner fl60,excellent,unknown,diesel,automatic,unknown,truck,al,23.0,11.608244735642321
5500,ford,focus,excellent,6 cylinders,gas,automatic,unknown,sedan,al,17.0,11.652696102959753
5500,jeep,patriot,good,6 cylinders,gas,automatic,rwd,SUV,al,16.0,11.970356641102999
4500,dodge,durango,excellent,8 cylinders,gas,automatic,rwd,SUV,al,17.0,12.154784614286667
25590,jaguar,xf 20d premium sedan 4d,good,unknown,other,automatic,rwd,sedan,al,8.0,10.227851059207252
35990,bmw,5 series 530e xdrive,good,unknown,gas,other,unknown,sedan,al,6.0,9.865837605084222
16990,honda,accord sedan,unknown,6 cylinders,gas,automatic,fwd,sedan,al,10.0,11.314767166349927
35990,infiniti,q60 3.0t pure coupe 2d,good,6 cylinders,gas,other,rwd,coupe,al,5.0,9.068546366358296
3000,buick,lesabre,excellent,6 cylinders,gas,automatic,fwd,sedan,al,23.0,11.522885696764481
38500,infiniti,q60,unknown,unknown,gas,automatic,unknown,unknown,al,6.0,9.751675801946746
21988,ford,edge,unknown,unknown,gas,automatic,fwd,unknown,al,9.0,10.819638274609368
15988,hyundai,veloster,unknown,unknown,gas,automatic,fwd,unknown,al,8.0,10.10834492616302
21977,chevrolet,express 3500,unknown,unknown,gas,automatic,rwd,unknown,al,8.0,10.6633817512079
30477,chevrolet,tahoe,unknown,unknown,gas,automatic,unknown,unknown,al,9.0,11.495341774012912
30990,lexus,nx 300h sport utility 4d,good,unknown,hybrid,automatic,unknown,hatchback,al,7.0,10.211192816193375
14395,kia,soul,unknown,4 cylinders,gas,automatic,fwd,wagon,al,9.0,10.398793364644082
4300,kia,soul,unknown,4 cylinders,gas,automatic,fwd,wagon,al,13.0,12.067120874877258
3650,chevrolet,trailblazer,unknown,6 cylinders,gas,automatic,4wd,SUV,al,19.0,12.127711024039122
3650,chevrolet,impala,unknown,6 cylinders,unknown,automatic,fwd,sedan,al,17.0,11.912955831588347
34850,nissan,titan xd pro 4x,good,8 cylinders,gas,automatic,4wd,unknown,al,8.0,10.819798284210286
12500,ford,ranger xlt,excellent,6 cylinders,gas,automatic,rwd,truck,al,17.0,11.858966064171625
6995,volkswagen,jetta sel,excellent,5 cylinders,gas,automatic,fwd,sedan,al,14.0,12.059618107615162
18950,ford,f150 lariat supercrew 4x4,good,8 cylinders,gas,automatic,4wd,pickup,al,15.0,11.927707039715742
12950,bmw,z4,excellent,6 cylinders,gas,automatic,rwd,convertible,al,20.0,11.150333047267459
7480,hyundai,sonata,unknown,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.672251301969867
10950,lexus,rx350,excellent,6 cylinders,gas,automatic,4wd,SUV,al,16.0,12.16502145808056
4950,ford,taurus se,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,11.554499176880157
13950,lexus,gx470,good,8 cylinders,gas,automatic,4wd,SUV,al,19.0,12.093972804884203
3650,hyundai,elantra,unknown,4 cylinders,gas,manual,fwd,sedan,al,17.0,11.828917987981193
5980,jeep,patriot,unknown,4 cylinders,gas,manual,fwd,SUV,al,12.0,11.573935894706157
9800,chevrolet,tahoe,good,unknown,gas,automatic,unknown,unknown,al,18.0,12.304926538957863
27500,acura,tlx,good,6 cylinders,gas,automatic,fwd,sedan,al,7.0,9.957786325943507
19900,kia,sportage,good,4 cylinders,gas,automatic,fwd,SUV,al,7.0,10.486373338838536
17900,ram,1500,good,8 cylinders,gas,automatic,4wd,truck,al,12.0,11.944344178900394
14900,subaru,xv crosstrek,good,4 cylinders,gas,automatic,4wd,SUV,al,10.0,11.483105228557749
20900,ford,f-150,good,6 cylinders,gas,automatic,4wd,truck,al,12.0,11.933174089737783
5980,chrysler,300,unknown,8 cylinders,gas,automatic,rwd,sedan,al,19.0,11.98646657992895
7400,lexus,rx350,good,6 cylinders,gas,automatic,fwd,SUV,al,18.0,12.10625783509458
12900,volkswagen,passat,excellent,4 cylinders,diesel,automatic,fwd,sedan,al,10.0,11.217224661591072
3900,honda,civic,unknown,4 cylinders,gas,automatic,fwd,sedan,al,24.0,11.87757552297847
7500,kia,soul,excellent,4 cylinders,gas,automatic,fwd,SUV,al,14.0,10.839600519357369
5500,toyota,yaris,excellent,4 cylinders,gas,manual,fwd,hatchback,al,18.0,10.839600519357369
5980,chevrolet,impala,unknown,6 cylinders,unknown,automatic,fwd,sedan,al,17.0,12.017312404827171
3525,mercedes-benz,c-class,unknown,4 cylinders,gas,automatic,rwd,sedan,al,20.0,11.278493437886162
6500,volkswagen,jetta,excellent,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.813037464800539
13500,audi,q7,good,unknown,gas,automatic,unknown,unknown,al,14.0,11.884495917930655
6980,mercedes-benz,c-class,unknown,6 cylinders,gas,automatic,rwd,sedan,al,17.0,11.905615991113294
5980,nissan,xterra,unknown,6 cylinders,gas,manual,unknown,SUV,al,20.0,12.198932213211911
3450,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,18.0,12.010191572602464
20000,jeep,grand cherokee,like new,unknown,gas,automatic,unknown,SUV,al,11.0,12.030659172883734
7980,nissan,titan,unknown,8 cylinders,unknown,automatic,rwd,pickup,al,17.0,12.210318618614965
28590,dodge,challenger r/t shaker,good,unknown,other,other,rwd,coupe,al,8.0,11.094648636134728
5480,dodge,durango,unknown,8 cylinders,gas,automatic,rwd,SUV,al,20.0,12.09328461404355
2800,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,12.346308388687492
41990,toyota,4runner limited,good,6 cylinders,gas,other,unknown,SUV,al,6.0,10.383658073342485
11400,kia,sportage,unknown,4 cylinders,gas,other,4wd,SUV,al,12.0,11.44021497741833
11587,ford,escape,unknown,4 cylinders,gas,other,fwd,SUV,al,12.0,12.278611887870447
6980,infiniti,g35 sedan,unknown,6 cylinders,gas,automatic,unknown,sedan,al,19.0,11.88195477843718
4450,cadillac,srx,unknown,6 cylinders,gas,automatic,rwd,SUV,al,21.0,11.883460906867143
7980,bmw,x5,unknown,6 cylinders,gas,manual,rwd,SUV,al,16.0,11.719947764402807
36590,chevrolet,tahoe lt sport utility,good,unknown,other,other,unknown,SUV,al,8.0,11.010018406448534
18590,toyota,camry le sedan 4d,good,unknown,gas,other,fwd,sedan,al,8.0,10.316391589741292
15990,ford,focus se hatchback 4d,good,unknown,other,other,unknown,hatchback,al,7.0,9.559517275737559
29980,infiniti,qx80,unknown,8 cylinders,gas,automatic,rwd,SUV,al,9.0,11.638923553377895
7988,toyota,yaris,unknown,unknown,gas,automatic,fwd,unknown,al,11.0,11.452219589852833
12654,chevrolet,traverse,unknown,unknown,gas,automatic,fwd,unknown,al,11.0,11.580462610735786
37988,nissan,armada,unknown,unknown,gas,automatic,rwd,unknown,al,5.0,9.304012847838818
30777,chevrolet,suburban,unknown,unknown,gas,automatic,4wd,unknown,al,10.0,11.51417468437066
4177,hyundai,sonata,unknown,unknown,gas,automatic,fwd,unknown,al,21.0,11.75298119574837
1000,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
21590,dodge,charger sxt sedan 4d,good,unknown,other,automatic,rwd,sedan,al,9.0,10.716593178609457
35990,ford,f-150,unknown,6 cylinders,gas,automatic,4wd,pickup,al,9.0,10.965418567609882
5400,ram,1500,like new,8 cylinders,gas,automatic,unknown,truck,al,24.0,12.19602736016897
3999,honda,accord sedan,unknown,4 cylinders,gas,automatic,fwd,sedan,al,19.0,12.44144906923134
2999,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,18.0,11.995536782255046
35900,ram,1500 big horn,good,8 cylinders,gas,automatic,rwd,pickup,al,5.0,9.953657716448705
4425,honda,accord sedan,unknown,4 cylinders,gas,automatic,fwd,sedan,al,21.0,12.166687118795881
5950,nissan,altima,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.645662792408423
13995,chevrolet,silverado 2500hd,unknown,unknown,diesel,automatic,rwd,unknown,al,19.0,12.278397958261774
2999,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,20.0,12.331815032454701
4475,hyundai,sonata,unknown,4 cylinders,gas,automatic,fwd,sedan,al,17.0,11.669219560326033
31995,ford,f350 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.114275081640754
3450,chrysler,300m,unknown,6 cylinders,gas,automatic,fwd,sedan,al,23.0,11.88404064503498
3399,buick,lacrosse,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.98429690833158
49897,toyota,tundra,unknown,8 cylinders,gas,other,4wd,truck,al,4.0,9.678216740205745
15897,hyundai,veloster,unknown,4 cylinders,gas,other,fwd,coupe,al,8.0,10.336729941643739
24990,bmw,3 series 330i xdrive sedan,good,unknown,gas,automatic,unknown,sedan,al,7.0,10.447409403791308
40990,jeep,wrangler unlimited rubicon,good,unknown,other,other,4wd,other,al,8.0,10.312047865551595
3600,honda,accord sedan,unknown,4 cylinders,gas,automatic,fwd,sedan,al,23.0,12.513810989578287
24590,bmw,3 series 330i xdrive sedan,good,unknown,other,other,unknown,sedan,al,7.0,10.568055201212758
26500,gmc,sierra 1500,unknown,8 cylinders,unknown,automatic,4wd,pickup,al,11.0,12.001106627251666
27900,ford,f250,unknown,8 cylinders,gas,automatic,4wd,unknown,al,7.0,11.982378942910483
21800,ford,f150,unknown,8 cylinders,gas,automatic,4wd,unknown,al,7.0,11.874814790361517
22900,ford,transit t250,unknown,6 cylinders,gas,automatic,rwd,unknown,al,9.0,11.47107168834584
32990,jeep,wrangler sport suv 2d,good,unknown,gas,other,4wd,SUV,al,5.0,9.913734868987678
34590,mercedes-benz,c-class c 300,good,unknown,gas,other,rwd,sedan,al,5.0,9.74460904746864
16427,honda,cr-v,unknown,unknown,gas,automatic,fwd,unknown,al,11.0,10.988963941811097
23663,honda,pilot,unknown,unknown,gas,automatic,fwd,unknown,al,8.0,11.516499072023517
30292,toyota,tacoma,unknown,unknown,gas,automatic,rwd,unknown,al,8.0,10.793393240465571
17656,hyundai,santa fe sport,unknown,unknown,gas,automatic,fwd,unknown,al,8.0,11.334241284893558
4477,honda,accord,unknown,unknown,gas,automatic,fwd,unknown,al,25.0,11.774258428599005
15777,,Freightliner Sprinter 3500,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,12.055557847865238
40988,jeep,gladiator,like new,6 cylinders,gas,automatic,4wd,SUV,al,5.0,10.23838712459702
1000,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
24995,chevrolet,silverado 2500hd,unknown,unknown,diesel,automatic,4wd,unknown,al,14.0,12.211065162153215
23590,subaru,crosstrek 2.0i limited,good,unknown,gas,automatic,unknown,hatchback,al,7.0,10.696525315910868
3650,kia,rio,unknown,4 cylinders,gas,automatic,fwd,sedan,al,17.0,11.653773773557608
3500,toyota,camry,good,4 cylinders,gas,automatic,unknown,unknown,al,22.0,12.37581963951765
3800,kia,optima,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.629934868116804
31995,chevrolet,silverado 1500 lt crew cab long box 4wd,unknown,unknown,gas,automatic,4wd,pickup,al,9.0,11.456640786958994
27900,gmc,sierra,unknown,unknown,diesel,automatic,unknown,unknown,al,14.0,12.278397958261774
3500,honda,accord,unknown,4 cylinders,gas,automatic,fwd,sedan,al,34.0,11.944188265899534
5980,jeep,patriot,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.571203807011969
5980,chevrolet,impala lt,unknown,unknown,gas,automatic,unknown,unknown,al,19.0,12.013706813470414
5980,nissan,xterra,unknown,unknown,gas,automatic,unknown,unknown,al,20.0,12.19602736016897
6980,nissan,pathfinder,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,12.133507329024972
9995,toyota,prius prius v,unknown,unknown,unknown,other,fwd,hatchback,al,14.0,11.552991974183312
27995,ram,1500 sport crew cab lwb 4wd,unknown,unknown,unknown,automatic,4wd,pickup,al,11.0,11.36588610632084
29995,jeep,wrangler unlimited sport 4wd,unknown,unknown,unknown,manual,4wd,SUV,al,9.0,11.085276095726181
26995,ford,f-150 xl supercrew 6.5-ft. bed 4wd,unknown,unknown,unknown,automatic,4wd,pickup,al,11.0,11.695097010513058
26995,ford,f-150 xl supercrew 5.5-ft. bed 4wd,unknown,unknown,unknown,automatic,4wd,pickup,al,8.0,11.865615479614275
25995,chevrolet,silverado 1500 work truck 2wt crew cab long box 4w,unknown,unknown,unknown,automatic,4wd,pickup,al,11.0,11.427944752058712
32995,chevrolet,silverado 1500 ls crew cab long box 4wd,unknown,unknown,unknown,automatic,4wd,pickup,al,7.0,11.317324120829042
57850,chevrolet,corvette,unknown,unknown,gas,automatic,unknown,coupe,al,9.0,7.156176637480615
14590,bmw,1 series 128i coupe 2d,good,unknown,other,other,unknown,coupe,al,13.0,11.295590013938995
3450,acura,tl,unknown,6 cylinders,gas,automatic,fwd,sedan,al,24.0,12.229618259105187
18800,cadillac,xts,unknown,6 cylinders,gas,automatic,fwd,unknown,al,7.0,11.457603011781446
23990,lincoln,mkz reserve sedan 4d,good,unknown,gas,other,fwd,sedan,al,8.0,10.259972478422574
29990,alfa-romeo,romeo stelvio ti sport,good,unknown,other,other,unknown,hatchback,al,7.0,10.202814064582626
39990,lincoln,corsair reserve sport,good,unknown,gas,other,fwd,other,al,5.0,8.918650278126863
28990,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,other,fwd,SUV,al,7.0,10.387733033446775
25590,buick,encore gx select sport,good,unknown,gas,automatic,fwd,SUV,al,5.0,7.01571242048723
20590,chrysler,300 limited sedan 4d,good,6 cylinders,gas,other,rwd,sedan,al,7.0,11.170744967181948
35897,gmc,sierra 1500,unknown,8 cylinders,gas,other,4wd,truck,al,9.0,11.303931336760439
11897,ford,explorer,unknown,6 cylinders,gas,other,fwd,SUV,al,11.0,11.844255933902442
5750,jeep,patriot sport,unknown,unknown,gas,automatic,unknown,unknown,al,11.0,11.562315449211628
3475,cadillac,escalade,unknown,8 cylinders,gas,automatic,unknown,SUV,al,20.0,12.465887509189125
36495,rover,discovery sport,unknown,4 cylinders,gas,automatic,4wd,SUV,al,8.0,4.48863636973214
20300,ford,transit 150,excellent,6 cylinders,gas,automatic,rwd,van,al,8.0,11.860945059205644
29600,gmc,savana,like new,8 cylinders,gas,automatic,rwd,van,al,6.0,10.31071776859096
9500,ford,transit connect,excellent,4 cylinders,gas,automatic,fwd,van,al,11.0,12.299481018044903
36700,ford,transit 250,excellent,6 cylinders,gas,automatic,rwd,van,al,6.0,9.614871710924255
37900,chevrolet,silverado 1500,like new,8 cylinders,gas,automatic,rwd,truck,al,5.0,8.634620608292202
32800,ford,transit,excellent,6 cylinders,gas,automatic,rwd,van,al,7.0,10.680056341235145
31900,ford,transit 250,excellent,6 cylinders,gas,automatic,rwd,van,al,6.0,10.292077743419448
38300,ford,transit,like new,6 cylinders,gas,automatic,rwd,van,al,5.0,8.928110078202646
34800,ford,transit,excellent,6 cylinders,gas,automatic,rwd,van,al,6.0,10.3424196734772
24900,ford,econoline,excellent,8 cylinders,gas,automatic,rwd,truck,al,9.0,11.713733423738613
45200,bmw,640i coupe,like new,6 cylinders,gas,automatic,unknown,unknown,al,8.0,10.466241269162477
32590,,Genesis G70 2.0T Sedan 4D,good,unknown,other,other,unknown,sedan,al,5.0,8.336150816120663
39888,honda,civic type r,like new,unknown,gas,manual,unknown,hatchback,al,6.0,9.162095059348188
16902,toyota,corolla,unknown,unknown,gas,automatic,fwd,unknown,al,5.0,9.366745651140318
16598,ford,explorer,unknown,unknown,gas,automatic,fwd,unknown,al,10.0,11.492600301175628
18444,lincoln,mkc,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.141194894591692
11977,nissan,pathfinder,unknown,unknown,gas,automatic,fwd,unknown,al,11.0,11.783212110492826
9277,lexus,ls 430,unknown,unknown,gas,automatic,rwd,unknown,al,20.0,11.779794950288046
3200,honda,crv ex awd,good,4 cylinders,gas,automatic,4wd,SUV,al,28.0,11.951186847493476
10990,nissan,sentra s sedan 4d,good,unknown,gas,other,fwd,sedan,al,12.0,11.309069702563303
11999,audi,a4 2.0t premium plus,like new,4 cylinders,gas,automatic,unknown,sedan,al,12.0,11.472113887062386
37995,ford,f-250,unknown,unknown,diesel,automatic,unknown,unknown,al,9.0,11.775297421715827
7200,pontiac,firebird trans am,good,8 cylinders,gas,automatic,rwd,coupe,al,32.0,11.6172944892629
17900,chevrolet,camaro ss,good,8 cylinders,gas,manual,rwd,coupe,al,14.0,11.8044601067375
4499,ford,crown victoria,unknown,8 cylinders,gas,automatic,rwd,sedan,al,15.0,11.84148073063159
15900,jeep,wrangler,excellent,6 cylinders,gas,automatic,4wd,SUV,al,14.0,12.013706813470414
4500,chevrolet,malibu,good,4 cylinders,gas,automatic,fwd,sedan,al,13.0,11.982935344196433
12000,toyota,4runner,good,unknown,gas,automatic,unknown,unknown,al,17.0,12.185875040240456
7450,toyota,4runner sr5,like new,6 cylinders,gas,automatic,rwd,SUV,al,21.0,12.292254928916668
32990,ford,f150 super cab xlt pickup,good,8 cylinders,gas,other,unknown,pickup,al,7.0,9.931054080253933
41990,chevrolet,silverado 1500 double,good,unknown,gas,other,4wd,pickup,al,6.0,9.21830854162536
26990,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,other,fwd,SUV,al,7.0,10.18546588957123
1000,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
33990,ford,f150 super cab lariat,good,6 cylinders,other,other,4wd,pickup,al,7.0,10.19365403628083
51990,gmc,yukon slt sport utility 4d,good,8 cylinders,other,other,4wd,SUV,al,5.0,10.429103261774754
9989,hyundai,elantra,unknown,4 cylinders,gas,other,fwd,sedan,al,10.0,11.71722864587057
9950,ford,e250,excellent,8 cylinders,gas,automatic,rwd,van,al,15.0,12.083910661257521
12900,lincoln,mkx,like new,6 cylinders,gas,automatic,fwd,SUV,al,14.0,11.2528844995522
16900,nissan,pathfinder sv,like new,6 cylinders,gas,automatic,fwd,SUV,al,10.0,11.27478248252211
24500,ford,f550,excellent,8 cylinders,diesel,automatic,rwd,truck,al,19.0,11.898194668458823
36500,,STERLING L,excellent,6 cylinders,diesel,manual,rwd,truck,al,24.0,12.278397958261774
49990,gmc,yukon slt sport utility 4d,good,8 cylinders,other,other,4wd,SUV,al,5.0,10.347115121738641
13500,,INTERNATIONAL 4700,excellent,8 cylinders,diesel,manual,rwd,truck,al,26.0,11.277215789596893
47990,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,other,unknown,SUV,al,5.0,10.303202828663686
20495,lexus,es 300h,unknown,4 cylinders,hybrid,automatic,fwd,sedan,al,10.0,11.019677773478307
36590,gmc,acadia denali sport utility,good,6 cylinders,gas,other,unknown,SUV,al,5.0,10.405080687738513
40900,jeep,gladiator,unknown,unknown,gas,automatic,4wd,unknown,al,5.0,9.855871698594465
29988,ford,f-150,unknown,unknown,gas,automatic,rwd,unknown,al,6.0,10.629198723969337
19275,toyota,corolla,unknown,unknown,gas,automatic,fwd,unknown,al,5.0,9.333884558067638
24958,toyota,camry,unknown,unknown,gas,automatic,fwd,unknown,al,5.0,8.489410810403786
25990,ram,2500 mega cab 4x4,like new,6 cylinders,diesel,automatic,4wd,truck,al,17.0,12.055255569732177
3950,honda,civic ex,excellent,4 cylinders,gas,automatic,unknown,unknown,al,22.0,12.37535539871183
4650,chevrolet,trailblazer,excellent,6 cylinders,gas,automatic,unknown,SUV,al,23.0,11.842236406331555
39990,toyota,4runner trd pro 4x4,like new,6 cylinders,gas,automatic,4wd,SUV,al,7.0,10.691967639914864
12995,ford,f150 xl,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,11.441934169391944
15477,jeep,renegade,unknown,unknown,gas,automatic,fwd,unknown,al,10.0,10.3654590100846
28877,nissan,armada,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.631277227759561
36995,ford,f250 super duty 4x4,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,10.630190391624284
31995,ford,f350 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.772508943557112
25995,gmc,sierra 2500hd,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.749506329847764
34995,ford,f250 super duty 4x4,unknown,unknown,gas,automatic,4wd,unknown,al,10.0,11.344826288934723
33590,chevrolet,silverado 1500 double,good,8 cylinders,gas,other,unknown,pickup,al,5.0,10.324103964411636
40900,toyota,tacoma 4wd,good,6 cylinders,gas,automatic,4wd,truck,al,4.0,7.367077059881012
18900,nissan,altima,good,4 cylinders,gas,automatic,fwd,sedan,al,6.0,10.698220633849886
10500,acura,mdx,excellent,6 cylinders,gas,automatic,4wd,SUV,al,15.0,12.06105265381003
3999,dodge,caliber,unknown,4 cylinders,gas,automatic,fwd,hatchback,al,17.0,11.752603564123529
3950,lincoln,town car,unknown,8 cylinders,gas,automatic,rwd,sedan,al,28.0,11.669039929595009
34995,ford,f250 super duty 4x4,unknown,unknown,gas,automatic,4wd,unknown,al,10.0,11.344826288934723
28300,bmw,430 gran coupe,excellent,4 cylinders,gas,automatic,rwd,hatchback,al,6.0,9.680406499268875
5980,acura,tl,unknown,unknown,gas,automatic,unknown,unknown,al,20.0,12.095146671399466
6980,toyota,avalon,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,11.970356641102999
3550,kia,rio,unknown,4 cylinders,gas,automatic,rwd,sedan,al,16.0,12.026981864156346
4000,toyota,corolla le,like new,4 cylinders,gas,automatic,fwd,sedan,al,23.0,11.736077016252437
5980,chrysler,300c,unknown,unknown,gas,automatic,unknown,unknown,al,19.0,11.982935344196433
7480,hyundai,sonata gls,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.669937760751914
24800,chevrolet,avalance,unknown,8 cylinders,gas,automatic,4wd,unknown,al,12.0,11.555534661493144
7980,nissan,titan,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,12.206077645517674
43590,audi,s7 sedan 4d,good,8 cylinders,gas,other,unknown,sedan,al,9.0,10.866031900927718
9900,dodge,grand caravan,unknown,6 cylinders,gas,automatic,fwd,unknown,al,10.0,11.471447005023688
8990,,smart fortwo Passion Hatchback,good,unknown,gas,automatic,rwd,coupe,al,12.0,10.98652924621328
31500,ford,f150,unknown,6 cylinders,gas,automatic,4wd,unknown,al,6.0,11.571713106453316
4400,buick,lacrosse,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.729664551411444
34990,infiniti,q70 3.7 luxe sedan 4d,good,unknown,other,other,unknown,sedan,al,6.0,9.71147923015263
26990,lexus,ls 460 sedan 4d,good,unknown,other,automatic,rwd,sedan,al,11.0,11.47683185732199
17990,mitsubishi,outlander sport es,good,unknown,other,other,unknown,hatchback,al,5.0,9.71908382953785
3400,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.745147680217642
18500,ford,f-350,like new,8 cylinders,diesel,automatic,rwd,truck,al,23.0,12.220966184120165
34590,infiniti,qx50 luxe sport utility,good,unknown,other,other,fwd,hatchback,al,5.0,8.172729104865471
25990,mitsubishi,outlander phev gt,good,unknown,electric,other,4wd,SUV,al,7.0,9.542445945729886
31890,lexus,rc,unknown,6 cylinders,gas,automatic,rwd,coupe,al,8.0,11.203311299518708
11987,lexus,ct 200h f-sport,excellent,4 cylinders,gas,automatic,fwd,hatchback,al,13.0,11.669937760751914
49990,cadillac,xt5 sport suv 4d,good,6 cylinders,gas,other,unknown,SUV,al,5.0,8.371704884667631
26995,ford,f-250,unknown,unknown,diesel,automatic,4wd,unknown,al,10.0,12.25486757159303
18700,audi,a3 tdi premium,excellent,unknown,diesel,automatic,unknown,unknown,al,10.0,9.305741456739435
23161,chrysler,300,unknown,unknown,gas,automatic,rwd,unknown,al,6.0,10.063137370065666
27900,ford,f-150,unknown,unknown,gas,automatic,rwd,unknown,al,7.0,10.827686928478323
12307,kia,soul,unknown,unknown,gas,automatic,fwd,unknown,al,7.0,11.462231990654645
16520,hyundai,santa fe sport,unknown,unknown,gas,automatic,fwd,unknown,al,8.0,11.156250521031495
8977,nissan,murano,unknown,unknown,gas,automatic,fwd,unknown,al,14.0,11.881062467812393
10477,chevrolet,colorado,unknown,unknown,gas,automatic,unknown,unknown,al,16.0,0.0
32590,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,other,fwd,SUV,al,8.0,9.924563878138045
29890,infiniti,qx70,unknown,6 cylinders,gas,automatic,unknown,SUV,al,8.0,10.401653378155329
5250,ford,f-150,fair,8 cylinders,gas,automatic,rwd,pickup,al,26.0,12.421188057397055
45000,chevrolet,corvette,like new,8 cylinders,gas,manual,rwd,convertible,al,18.0,9.798182590890704
55000,ford,excursion,excellent,10 cylinders,gas,automatic,4wd,SUV,al,24.0,11.385103457032141
45000,,Hummer H2,like new,8 cylinders,gas,automatic,4wd,SUV,al,21.0,10.778977123006351
5500,jeep,patriot,good,6 cylinders,gas,automatic,rwd,SUV,al,16.0,11.970356641102999
4200,honda,odyssey,good,6 cylinders,gas,automatic,fwd,mini-van,al,18.0,12.180759965737863
55000,,freightliner fl60,excellent,unknown,diesel,automatic,unknown,truck,al,23.0,11.608244735642321
4500,dodge,durango,excellent,8 cylinders,gas,automatic,rwd,SUV,al,17.0,12.154784614286667
6000,chevrolet,cobalt,fair,unknown,gas,automatic,unknown,coupe,al,15.0,11.289794413577894
5500,ford,focus,excellent,6 cylinders,gas,automatic,unknown,sedan,al,17.0,11.652696102959753
9000,audi,a5,good,4 cylinders,gas,automatic,4wd,coupe,al,14.0,11.536456427496594
4100,hyundai,elantra touring,unknown,4 cylinders,gas,manual,fwd,wagon,al,15.0,11.776880770752264
3500,hyundai,accent,unknown,4 cylinders,gas,automatic,fwd,sedan,al,16.0,11.620774880744927
3450,ford,explorer,unknown,6 cylinders,unknown,automatic,rwd,SUV,al,22.0,12.339882124485108
3650,saturn,aura,like new,6 cylinders,gas,automatic,fwd,sedan,al,16.0,11.757117925472146
37590,acura,mdx advance pkg sport,good,unknown,other,other,unknown,other,al,6.0,10.32078241239787
21250,ford,thunderbird,new,8 cylinders,gas,automatic,fwd,convertible,al,23.0,9.680156483641596
21250,ford,thunderbird,new,8 cylinders,gas,automatic,fwd,convertible,al,23.0,9.680156483641596
4500,buick,lucerne,unknown,6 cylinders,gas,automatic,fwd,sedan,al,18.0,11.663506925563143
15990,,Scion iM Hatchback 4D,good,unknown,gas,other,fwd,hatchback,al,9.0,10.613221410450464
45590,acura,mdx sh-awd w/advance pkg,good,6 cylinders,gas,other,unknown,other,al,5.0,9.98562038207465
43590,acura,mdx sh-awd w/technology,good,6 cylinders,gas,other,unknown,other,al,5.0,9.393744675721376
42990,acura,mdx technology pkg sport,good,unknown,other,other,fwd,other,al,5.0,8.073402968986406
43990,acura,mdx sh-awd w/technology,good,6 cylinders,gas,other,unknown,SUV,al,5.0,7.573017256052546
9000,volkswagen,passat wolfsburg,excellent,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.502885230075814
3999,pontiac,grand prix,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,12.241627995593786
